PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1014.1,31,25.5,19.2,68,13.93,119,4.2,297.5,338.0,299.9
1013.8,33,25.4,18.8,67,13.57,122,3.1,297.4,336.9,299.8
1013.7,34,25.3,19.2,69,13.94,125,2.7,297.3,337.9,299.8
1013.0,40,25.1,18.9,68,13.70,125,2.7,297.2,337.0,299.6
1011.9,50,24.9,18.5,68,13.39,125,2.9,297.0,335.9,299.4
1011.3,55,24.7,18.4,68,13.31,125,3.1,296.9,335.6,299.3
1010.9,59,24.5,18.4,69,13.28,124,3.3,296.8,335.3,299.1
1010.2,65,24.4,18.3,69,13.22,124,3.5,296.7,335.0,299.0
1009.5,70,24.2,18.1,69,13.03,124,3.7,296.5,334.3,298.8
1008.9,76,24.0,17.8,68,12.81,124,3.9,296.4,333.5,298.6
1008.3,81,23.8,17.6,69,12.68,124,4.0,296.2,333.0,298.5
1007.7,86,23.7,17.6,69,12.70,124,4.2,296.2,333.0,298.5
1007.1,92,23.7,17.6,69,12.70,124,4.3,296.2,333.0,298.5
1006.5,97,23.6,17.6,69,12.68,124,4.5,296.2,333.0,298.5
1005.9,102,23.5,17.6,69,12.66,124,4.6,296.2,332.9,298.4
1005.3,107,23.5,17.6,69,12.67,125,4.7,296.2,332.9,298.5
1004.7,113,23.5,17.6,70,12.70,125,4.7,296.2,333.0,298.5
1004.1,118,23.4,17.6,70,12.69,125,4.8,296.2,333.0,298.5
1003.5,123,23.4,17.6,70,12.68,125,4.9,296.2,333.0,298.5
1002.9,128,23.3,17.6,70,12.69,126,4.9,296.2,333.0,298.5
1002.3,133,23.3,17.6,70,12.73,126,5.0,296.2,333.1,298.5
1001.7,138,23.2,17.6,71,12.78,126,5.0,296.2,333.2,298.5
1001.2,143,23.1,17.6,71,12.72,126,5.0,296.2,333.0,298.4
1000.7,147,23.1,17.4,70,12.63,126,5.0,296.2,332.8,298.4
1000.2,151,23.1,17.4,70,12.58,126,5.0,296.2,332.6,298.4
1000.0,153,23.0,17.4,70,12.56,126,5.0,296.2,332.6,298.4
999.8,155,23.0,17.3,70,12.56,126,5.0,296.2,332.6,298.4
999.4,158,23.0,17.4,71,12.57,126,5.0,296.2,332.6,298.4
999.0,162,23.0,17.4,71,12.62,126,5.0,296.2,332.8,298.4
998.7,165,22.9,17.5,71,12.68,126,5.0,296.2,332.9,298.4
998.2,169,22.9,17.5,72,12.72,126,5.0,296.2,333.1,298.4
997.8,172,22.9,17.5,72,12.75,125,4.9,296.2,333.1,298.5
997.4,176,22.8,17.6,72,12.76,125,4.9,296.2,333.1,298.4
997.0,180,22.8,17.6,72,12.78,125,4.9,296.2,333.2,298.5
996.5,184,22.7,17.6,73,12.79,124,4.9,296.2,333.2,298.5
