PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SPED,THTA,THTE,THTV
1016.5,31,26.0,19.7,68,14.32,59,7.8,297.8,339.5,300.3
1015.6,39,25.8,19.2,67,13.90,72,5.9,297.6,338.1,300.1
1014.9,44,25.2,19.0,69,13.73,76,5.8,297.1,337.0,299.5
1014.3,50,24.8,18.7,69,13.52,77,6.0,296.7,335.9,299.1
1013.7,55,24.4,18.5,70,13.31,76,6.4,296.4,335.0,298.7
1013.2,60,24.4,18.6,70,13.46,76,6.9,296.4,335.4,298.8
1012.4,66,24.6,18.9,71,13.66,75,7.3,296.7,336.3,299.1
1011.6,73,24.5,18.6,70,13.48,75,7.6,296.7,335.8,299.1
1010.9,79,24.3,18.2,69,13.15,74,8.0,296.5,334.7,298.9
1010.2,85,24.1,18.0,69,12.99,74,8.3,296.4,334.0,298.7
1009.6,91,24.0,18.1,70,13.04,74,8.6,296.3,334.1,298.6
1008.9,96,23.9,18.2,70,13.12,73,8.9,296.3,334.4,298.7
1008.3,102,23.9,18.2,70,13.16,73,9.1,296.3,334.5,298.7
1007.6,108,23.9,18.2,71,13.20,72,9.3,296.4,334.6,298.7
1006.9,114,23.9,18.3,71,13.23,72,9.5,296.4,334.8,298.8
1006.2,120,23.8,18.3,71,13.26,71,9.7,296.5,334.9,298.8
1005.5,126,23.8,18.4,71,13.32,71,9.9,296.5,335.1,298.9
1004.7,133,23.7,18.3,72,13.31,70,10.0,296.5,335.1,298.9
1004.0,139,23.6,18.2,72,13.23,69,10.1,296.4,334.8,298.8
1003.2,146,23.4,18.0,72,13.05,69,10.2,296.3,334.1,298.6
1002.5,153,23.2,17.8,71,12.89,68,10.2,296.2,333.5,298.5
1001.7,159,23.2,17.7,71,12.82,68,10.3,296.2,333.3,298.4
1001.0,166,23.0,17.5,71,12.65,67,10.3,296.1,332.8,298.4
1000.2,172,22.9,17.2,70,12.45,66,10.4,296.0,332.1,298.2
1000.0,174,22.9,17.2,70,12.43,65,10.4,296.0,332.0,298.2
999.5,178,22.8,17.1,70,12.40,65,10.4,296.0,331.9,298.2
998.8,185,22.8,17.2,71,12.47,65,10.4,296.0,332.1,298.2
998.1,191,22.7,17.3,72,12.54,64,10.5,296.0,332.3,298.2
997.4,197,22.6,17.3,72,12.57,63,10.5,296.0,332.4,298.2
996.7,203,22.6,17.3,72,12.58,63,10.5,296.0,332.4,298.2
996.0,209,22.5,17.2,72,12.52,62,10.5,296.0,332.3,298.2
995.3,215,22.4,17.2,72,12.48,61,10.6,296.0,332.1,298.2
994.7,221,22.4,17.2,72,12.48,61,10.6,296.0,332.1,298.2
994.0,227,22.3,17.2,73,12.51,60,10.6,296.0,332.2,298.2
993.4,232,22.3,17.2,73,12.53,59,10.7,296.0,332.3,298.2
992.7,238,22.2,17.2,73,12.51,59,10.8,296.0,332.2,298.2
992.1,243,22.2,17.1,73,12.46,58,10.8,296.0,332.1,298.2
991.5,248,22.1,17.0,73,12.42,58,10.9,296.0,332.0,298.2
991.0,253,22.1,17.0,73,12.37,58,11.0,296.0,331.8,298.2
990.4,258,22.0,16.9,73,12.31,57,11.1,296.0,331.6,298.2
989.9,263,22.0,16.8,73,12.26,57,11.1,296.0,331.5,298.1
989.3,268,21.9,16.8,73,12.26,57,11.2,296.0,331.5,298.1
988.8,272,21.9,16.9,73,12.30,56,11.3,296.0,331.6,298.2
988.2,277,21.8,16.9,73,12.33,56,11.4,296.0,331.7,298.2
987.6,283,21.8,16.9,74,12.35,56,11.5,296.0,331.8,298.2
987.0,288,21.7,16.9,74,12.35,56,11.6,296.0,331.8,298.2
986.4,293,21.7,16.9,74,12.34,56,11.7,296.0,331.7,298.2
985.8,299,21.6,16.8,74,12.33,56,11.7,296.0,331.7,298.1
985.1,305,21.5,16.8,75,12.33,56,11.8,296.0,331.7,298.1
984.5,310,21.5,16.8,75,12.31,57,11.9,296.0,331.6,298.1
983.8,316,21.4,16.8,75,12.29,57,11.9,296.0,331.5,298.1
983.1,322,21.4,16.8,75,12.30,57,12.0,296.0,331.6,298.1
982.5,328,21.3,16.8,75,12.33,57,12.0,296.0,331.7,298.1
981.8,334,21.3,16.8,76,12.33,58,12.1,296.0,331.7,298.1
981.2,339,21.2,16.7,75,12.26,58,12.1,296.0,331.5,298.1
980.5,345,21.1,16.6,75,12.23,58,12.1,296.0,331.4,298.1
979.9,351,21.1,16.6,76,12.24,58,12.2,296.0,331.4,298.1
979.2,357,21.0,16.7,76,12.28,59,12.2,296.0,331.5,298.1
978.6,362,21.0,16.7,76,12.31,59,12.2,296.0,331.6,298.1
977.9,368,20.9,16.7,77,12.29,59,12.2,296.0,331.6,298.1
977.3,374,20.9,16.6,77,12.28,60,12.2,296.0,331.5,298.1
976.6,380,20.8,16.6,77,12.29,60,12.2,296.0,331.6,298.1
975.9,386,20.8,16.6,77,12.29,60,12.2,296.0,331.6,298.2
975.2,392,20.7,16.6,77,12.26,60,12.2,296.0,331.5,298.1
974.5,398,20.6,16.5,77,12.23,60,12.2,296.0,331.4,298.1
973.9,404,20.6,16.5,77,12.22,60,12.2,296.0,331.4,298.1
973.2,410,20.5,16.6,78,12.26,60,12.2,296.0,331.5,298.1
972.5,416,20.5,16.6,78,12.30,61,12.2,296.0,331.6,298.2
971.8,422,20.4,16.6,79,12.29,61,12.2,296.0,331.6,298.2
971.2,428,20.4,16.5,79,12.26,61,12.2,296.0,331.5,298.1
970.5,434,20.3,16.5,79,12.23,61,12.1,296.0,331.4,298.2
969.9,440,20.3,16.5,79,12.23,61,12.1,296.0,331.4,298.1
969.3,445,20.2,16.5,79,12.27,60,12.1,296.0,331.5,298.1
968.6,451,20.1,16.5,80,12.31,60,12.1,296.0,331.6,298.2
968.0,456,20.1,16.5,80,12.30,60,12.1,296.0,331.6,298.2
967.4,462,20.0,16.5,80,12.28,60,12.1,296.0,331.5,298.2
966.7,468,20.0,16.5,80,12.30,60,12.1,296.0,331.6,298.2
966.1,474,19.9,16.5,81,12.32,60,12.1,296.0,331.6,298.2
965.4,480,19.9,16.5,81,12.32,60,12.1,296.0,331.6,298.2
964.8,486,19.8,16.5,81,12.34,60,12.1,296.0,331.7,298.1
964.1,491,19.7,16.5,82,12.35,60,12.1,296.0,331.7,298.1
963.5,497,19.7,16.5,82,12.31,60,12.0,296.0,331.6,298.1
962.8,503,19.6,16.4,82,12.26,60,12.0,296.0,331.5,298.1
962.2,508,19.6,16.4,82,12.25,60,12.0,296.0,331.4,298.2
961.6,513,19.6,16.4,82,12.26,60,12.0,296.0,331.5,298.2
961.1,518,19.5,16.4,82,12.27,60,12.0,296.0,331.5,298.2
960.6,523,19.5,16.4,82,12.27,60,12.0,296.0,331.5,298.2
960.0,528,19.4,16.4,83,12.27,60,12.0,296.0,331.5,298.2
959.5,533,19.3,16.3,83,12.26,60,12.0,296.0,331.4,298.1
959.0,538,19.3,16.3,83,12.25,60,12.0,295.9,331.4,298.1
958.4,543,19.3,16.3,83,12.27,60,12.0,296.0,331.5,298.2
957.9,547,19.2,16.3,83,12.29,60,12.1,296.0,331.6,298.2
957.3,552,19.2,16.3,83,12.25,60,12.1,296.0,331.5,298.2
956.8,557,19.2,16.2,83,12.17,60,12.1,296.0,331.3,298.2
956.2,562,19.1,16.1,82,12.09,60,12.1,296.1,331.1,298.2
955.7,567,19.1,16.0,82,12.08,60,12.1,296.1,331.1,298.2
955.1,572,19.1,16.1,83,12.16,59,12.1,296.1,331.3,298.2
954.6,577,19.0,16.3,84,12.27,59,12.1,296.0,331.6,298.2
954.0,582,18.9,16.3,85,12.33,59,12.1,296.0,331.8,298.2
953.5,587,18.9,16.3,85,12.34,59,12.1,296.0,331.8,298.2
952.9,592,18.9,16.3,85,12.30,59,12.1,296.1,331.7,298.2
952.4,597,18.8,16.2,85,12.25,59,12.1,296.0,331.5,298.2
951.9,602,18.8,16.2,85,12.24,59,12.2,296.1,331.5,298.2
951.3,606,18.7,16.2,85,12.25,59,12.2,296.1,331.5,298.2
950.8,611,18.7,16.2,86,12.31,59,12.2,296.1,331.7,298.2
950.3,616,18.6,16.3,86,12.38,59,12.2,296.1,331.9,298.3
949.8,620,18.6,16.4,87,12.41,58,12.2,296.0,332.0,298.2
949.3,625,18.5,16.3,87,12.38,58,12.2,296.0,331.9,298.2
948.7,630,18.4,16.3,87,12.35,58,12.2,296.0,331.8,298.2
948.2,635,18.4,16.3,88,12.36,58,12.2,296.0,331.8,298.2
947.6,640,18.3,16.3,88,12.37,58,12.1,296.0,331.8,298.2
947.1,645,18.3,16.3,88,12.40,58,12.1,296.0,331.8,298.2
946.5,650,18.2,16.3,89,12.45,57,12.1,296.0,332.0,298.2
946.0,655,18.2,16.4,89,12.47,57,12.1,296.0,332.1,298.2
945.4,660,18.1,16.3,89,12.45,57,12.1,296.0,332.0,298.2
944.8,665,18.1,16.3,89,12.42,57,12.0,296.0,331.9,298.2
944.2,671,18.0,16.3,90,12.44,57,12.0,296.0,332.0,298.2
943.6,676,18.0,16.3,90,12.45,57,12.0,296.0,332.0,298.2
943.0,682,17.9,16.3,90,12.45,57,11.9,296.0,332.0,298.2
942.4,687,17.9,16.2,90,12.40,56,11.9,296.0,331.9,298.2
941.8,693,17.8,16.1,90,12.31,56,11.9,296.0,331.6,298.2
941.3,698,17.8,16.0,89,12.22,56,11.8,296.0,331.4,298.2
940.6,703,17.8,15.9,89,12.20,56,11.8,296.1,331.4,298.2
940.0,709,17.7,16.0,90,12.27,56,11.7,296.0,331.6,298.2
939.4,715,17.6,16.1,91,12.35,56,11.7,296.0,331.8,298.2
938.8,721,17.6,16.2,91,12.40,56,11.6,296.0,331.9,298.2
938.1,727,17.5,16.1,92,12.40,55,11.6,296.0,331.9,298.2
937.5,733,17.4,16.1,92,12.36,55,11.5,296.0,331.7,298.2
936.8,738,17.4,16.1,92,12.34,55,11.4,296.0,331.7,298.2
936.2,744,17.3,16.1,93,12.37,55,11.4,296.0,331.8,298.2
935.5,750,17.2,16.1,93,12.42,55,11.3,296.0,331.9,298.2
934.9,756,17.2,16.2,94,12.45,55,11.3,296.0,332.0,298.2
934.2,762,17.1,16.1,94,12.44,55,11.3,296.0,332.0,298.2
933.5,769,17.1,16.1,94,12.44,54,11.2,296.0,332.0,298.2
932.9,775,17.0,16.1,95,12.46,54,11.2,296.0,332.0,298.2
932.2,781,16.9,16.1,95,12.46,54,11.1,295.9,332.0,298.2
931.5,787,16.9,16.1,95,12.47,54,11.1,296.0,332.0,298.2
930.8,793,16.8,16.1,96,12.50,54,11.1,296.0,332.1,298.2
930.2,799,16.8,16.2,96,12.51,54,11.1,296.0,332.2,298.2
929.5,805,16.7,16.1,96,12.51,54,11.0,296.0,332.2,298.2
928.9,811,16.7,16.1,97,12.51,53,11.0,296.0,332.2,298.2
928.2,817,16.6,16.1,97,12.52,53,11.0,296.0,332.2,298.2
927.6,823,16.6,16.1,97,12.52,53,11.0,296.0,332.2,298.2
